Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",86061246,2021-12-30,0.15960000000000002,3105950368,PEAK
Cohen & Steers Inc.,69789876,2021-12-30,0.1294,2518716624,PEAK
Blackrock Inc.,57115834,2021-12-30,0.1059,2061310449,PEAK
State Street Corporation,35566559,2021-12-30,0.0659,1283597114,PEAK
PGGM Investments,11684043,2021-12-30,0.0217,421677111,PEAK
Daiwa Securities Group Inc.,11297213,2021-12-30,0.0209,407716417,PEAK
"Geode Capital Management, LLC",11194859,2021-12-30,0.0208,404022461,PEAK
Resolution Capital Ltd,10143796,2021-12-30,0.018799999999999997,366089597,PEAK
JP Morgan Chase & Company,9813633,2021-12-30,0.0182,354174014,PEAK
Blackstone Inc,9505241,2021-12-30,0.0176,343044147,PEAK
