Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",39835258,2021-09-29,0.057999999999999996,4634433915,BX
Blackrock Inc.,30436641,2021-09-29,0.0443,3540998813,BX
Morgan Stanley,19385077,2021-09-29,0.0282,2255259858,BX
Capital World Investors,19124899,2021-09-29,0.0278,2224990749,BX
Royal Bank of Canada,17924375,2021-09-29,0.026099999999999998,2085321787,BX
JP Morgan Chase & Company,16505815,2021-09-29,0.024,1920286517,BX
Capital International Investors,16414873,2021-09-29,0.0239,1909706324,BX
State Street Corporation,14844835,2021-09-29,0.0216,1727048103,BX
"Wellington Management Group, LLP",14582558,2021-09-29,0.0212,1696534797,BX
Janus Henderson Group PLC,12869793,2021-09-29,0.0187,1497271717,BX
