Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,2655632,2021-09-29,0.1585,123779007,NP
Wells Fargo & Company,1899316,2021-09-29,0.1133,88527118,NP
"Wellington Management Group, LLP",1376114,2021-09-29,0.0821,64140673,NP
Macquarie Group Limited,1215115,2021-09-29,0.0725,56636510,NP
"Vanguard Group, Inc. (The)",1124222,2021-09-29,0.06709999999999999,52399987,NP
Lazard Asset Management LLC,959612,2021-09-29,0.057300000000000004,44727515,NP
Dimensional Fund Advisors LP,649856,2021-09-29,0.0388,30289788,NP
State Street Corporation,576227,2021-09-29,0.0344,26857940,NP
Schroder Investment Management Group,474670,2021-09-29,0.028300000000000002,22124368,NP
"Charles Schwab Investment Management, Inc.",377317,2021-09-29,0.0225,17586745,NP
