Holder,Shares,Date Reported,% Out,Value,ABV
"ETF Managers Group, LLC",12885652,2021-09-29,0.07919999999999999,38141529,XXII
Blackrock Inc.,9951087,2021-09-29,0.0611,29455217,XXII
"Vanguard Group, Inc. (The)",9029514,2021-09-29,0.0555,26727361,XXII
State Street Corporation,2813973,2021-09-29,0.0173,8329360,XXII
"Geode Capital Management, LLC",2751245,2021-09-29,0.0169,8143685,XXII
Northern Trust Corporation,1494897,2021-09-29,0.0092,4424895,XXII
"Mirae Asset Global Investments Co., Ltd.",1298295,2021-09-29,0.008,3842953,XXII
"Quinn Opportunity Partners, LLC",554836,2021-09-29,0.0034000000000000002,1642314,XXII
Bank Of New York Mellon Corporation,517647,2021-09-29,0.0032,1532235,XXII
Morgan Stanley,504367,2021-09-29,0.0031,1492926,XXII
