Holder,Shares,Date Reported,% Out,Value,ABV
Blackstone Inc,25156993,2021-09-29,0.1043,190941576,SMFR
"Deerfield Management Company, L.P. (Series C)",13848488,2021-09-29,0.0574,105110023,SMFR
"ARK Investment Management, LLC",9395504,2021-09-29,0.038900000000000004,71311875,SMFR
SB Management Ltd,9021524,2021-09-29,0.0374,68473367,SMFR
"Casdin Capital, LLC",5000000,2021-09-29,0.0207,37950000,SMFR
Corvex Management LP,4500000,2021-09-29,0.0187,34155000,SMFR
Morgan Stanley,3647984,2021-09-29,0.0151,27688198,SMFR
"Vanguard Group, Inc. (The)",3021490,2021-09-29,0.0125,22933109,SMFR
"Viking Global Investors, L.P.",3000000,2021-09-29,0.0124,22770000,SMFR
Price (T.Rowe) Associates Inc,2852425,2021-09-29,0.0118,21649905,SMFR
