Holder,Shares,Date Reported,% Out,Value,ABV
"Punch & Associates Investment Management, Inc.",1552985,2021-12-30,0.0493,5435447,AAIC
"Vanguard Group, Inc. (The)",1512920,2021-12-30,0.0481,5295220,AAIC
American Financial Group Inc.,1118848,2021-12-30,0.0355,3915968,AAIC
Blackrock Inc.,1114645,2021-12-30,0.0354,3901257,AAIC
"Hotchkis & Wiley Capital Management, LLC",530140,2021-12-30,0.0168,1855490,AAIC
Acadian Asset Management. LLC,516373,2021-12-30,0.016399999999999998,1807305,AAIC
"RBF Capital, LLC",398691,2021-12-30,0.0127,1395418,AAIC
"Geode Capital Management, LLC",372851,2021-12-30,0.0118,1304978,AAIC
Millennium Management LLC,366685,2021-12-30,0.0116,1283397,AAIC
"Wolverine Asset Management, LLC",307361,2021-12-30,0.0098,1075763,AAIC
