Holder,Shares,Date Reported,% Out,Value,ABV
Caisse De Depot Et Placement Du Quebec,24259272,2021-09-29,0.5019,533703984,AZRE
Invesco Ltd.,2677503,2021-09-29,0.0554,58905066,AZRE
ABRDN PLC,1380719,2021-09-29,0.0286,30375818,AZRE
"Franklin Resources, Inc.",1115915,2021-09-29,0.0231,24550130,AZRE
Blackrock Inc.,648027,2021-09-29,0.0134,14256594,AZRE
State Street Corporation,579006,2021-09-29,0.012,12738132,AZRE
First Trust Advisors Lp,507872,2021-09-29,0.0105,11173184,AZRE
Handelsbanken Fonder AB,455146,2021-09-29,0.009399999999999999,10013212,AZRE
Vancity Investment Management Ltd,315322,2021-09-29,0.006500000000000001,6937084,AZRE
"Cushing Asset Management, LP",287795,2021-09-29,0.006,6331490,AZRE
