Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",6669136,2021-09-29,0.1093,2382882292,WAT
Blackrock Inc.,5737944,2021-09-29,0.094,2050167391,WAT
Fundsmith LLP,4511194,2021-09-29,0.0739,1611849616,WAT
Bank Of New York Mellon Corporation,4129063,2021-09-29,0.0676,1475314209,WAT
State Street Corporation,2710703,2021-09-29,0.0444,968534181,WAT
Massachusetts Financial Services Co.,2595401,2021-09-29,0.0425,927336777,WAT
"FMR, LLC",1227797,2021-09-29,0.020099999999999996,438691868,WAT
"Geode Capital Management, LLC",1161296,2021-09-29,0.019,414931060,WAT
Janus Henderson Group PLC,1047434,2021-09-29,0.0172,374248168,WAT
"Champlain Investment Partners, LLC",975320,2021-09-29,0.016,348481836,WAT
