Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,4668789,2021-09-29,0.1744,48835532,MTRX
Bank Of New York Mellon Corporation,2392260,2021-09-29,0.0894,25023039,MTRX
Dimensional Fund Advisors LP,1559841,2021-09-29,0.0583,16315936,MTRX
"Vanguard Group, Inc. (The)",1542731,2021-09-29,0.0576,16136966,MTRX
JP Morgan Chase & Company,898682,2021-09-29,0.0336,9400213,MTRX
State Street Corporation,857111,2021-09-29,0.032,8965381,MTRX
"Mirae Asset Global Investments Co., Ltd.",855347,2021-09-29,0.032,8946929,MTRX
"Smith, Graham & Co., Investment Advisors, Lp",731030,2021-09-29,0.0273,7646573,MTRX
"Russell Investments Group, Ltd.",717660,2021-09-29,0.0268,7506723,MTRX
Royce & Associates LP,699397,2021-09-29,0.026099999999999998,7315692,MTRX
