Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",3825488,2021-09-29,0.0951,314340348,BOH
Blackrock Inc.,3786816,2021-09-29,0.0941,311162670,BOH
Kayne Anderson Rudnick Investment Management LLC,2697351,2021-09-29,0.067,221641331,BOH
"Neuberger Berman Group, LLC",2684060,2021-09-29,0.0667,220549210,BOH
State Street Corporation,1866335,2021-09-29,0.0464,153356746,BOH
Victory Capital Management Inc.,1481748,2021-09-29,0.0368,121755233,BOH
Dimensional Fund Advisors LP,896430,2021-09-29,0.0223,73659653,BOH
Fuller & Thaler Asset Management Inc.,783630,2021-09-29,0.0195,64390877,BOH
"Charles Schwab Investment Management, Inc.",685352,2021-09-29,0.017,56315373,BOH
Anchor Capital Advisors LLC,671275,2021-09-29,0.0167,55158666,BOH
