Holder,Shares,Date Reported,% Out,Value,ABV
Providence Equity Partners LLC,91600604,2021-09-29,0.5774,3129076632,DV
"Tiger Global Management, LLC",13842494,2021-09-29,0.0873,472859595,DV
"FMR, LLC",8869313,2021-09-29,0.0559,302975732,DV
Blackrock Inc.,1848438,2021-09-29,0.011699999999999999,63142642,DV
Massachusetts Financial Services Co.,1680785,2021-09-29,0.0106,57415615,DV
Price (T.Rowe) Associates Inc,1545552,2021-09-29,0.0097,52796056,DV
"Neuberger Berman Group, LLC",1359631,2021-09-29,0.0086,46444994,DV
Capital Research Global Investors,1000000,2021-09-29,0.0063,34160000,DV
Kornitzer Capital Management Inc /ks,708140,2021-09-29,0.0045000000000000005,24190062,DV
Ashford Capital Management Inc.,679530,2021-09-29,0.0043,23212744,DV
