Holder,Shares,Date Reported,% Out,Value,ABV
"EcoR1 Capital, LLC",5560748,2021-09-29,0.0818,60056078,GRTS
Frazier Management LLC,4667242,2021-09-29,0.06860000000000001,50406213,GRTS
"Avidity Partners Management, LP",4457831,2021-09-29,0.06559999999999999,48144574,GRTS
"Versant Venture Management, LLC",4005894,2021-09-29,0.058899999999999994,43263655,GRTS
Blackrock Inc.,3174318,2021-09-29,0.0467,34282634,GRTS
"FMR, LLC",3051858,2021-09-29,0.0449,32960066,GRTS
"Redmile Group, LLC",2821085,2021-09-29,0.0415,30467718,GRTS
Palo Alto Investors Lp,2356282,2021-09-29,0.0347,25447845,GRTS
"Vanguard Group, Inc. (The)",1969024,2021-09-29,0.028999999999999998,21265459,GRTS
BVF Inc.,1528072,2021-09-29,0.0225,16503177,GRTS
