Holder,Shares,Date Reported,% Out,Value,ABV
"Wellington Management Group, LLP",14989534,2021-09-29,0.08710000000000001,413111557,NOMD
Boston Partners,10396088,2021-09-29,0.0604,286516185,NOMD
Wells Fargo & Company,9270311,2021-09-29,0.0538,255489771,NOMD
"FMR, LLC",8704460,2021-09-29,0.0506,239894917,NOMD
Ninety One UK Ltd,8162981,2021-09-29,0.047400000000000005,224971756,NOMD
Price (T.Rowe) Associates Inc,7357648,2021-09-29,0.042699999999999995,202776778,NOMD
"AllianceBernstein, L.P.",6222540,2021-09-29,0.0361,171493202,NOMD
Brown Advisory Inc.,5258170,2021-09-29,0.0305,144915165,NOMD
"Renaissance Technologies, LLC",4581879,2021-09-29,0.026600000000000002,126276585,NOMD
Pictet Asset Management SA,4100783,2021-09-29,0.023799999999999998,113017579,NOMD
