Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,29352219,2021-12-30,0.0977,4686081763,A
"Vanguard Group, Inc. (The)",24222145,2021-09-29,0.0806,3815714501,A
Price (T.Rowe) Associates Inc,22861632,2021-09-29,0.0761,3601392888,A
State Street Corporation,12969218,2021-09-29,0.0432,2043040911,A
"Wellington Management Group, LLP",8057215,2021-09-29,0.0268,1269253078,A
"Geode Capital Management, LLC",5762262,2021-09-29,0.0192,907729132,A
Invesco Ltd.,5724093,2021-09-29,0.0191,901716370,A
Pictet Asset Management SA,4752712,2021-12-30,0.0158,758770470,A
Northern Trust Corporation,4382021,2021-12-30,0.0146,699589652,A
Impax Asset Management Group Plc,3996222,2021-09-29,0.013300000000000001,629524851,A
