Holder,Shares,Date Reported,% Out,Value,ABV
Avoro Capital Advisors LLC,10300000,2021-09-29,0.1492,37595000,CBAY
Blackrock Inc.,5205478,2021-09-29,0.0754,18999994,CBAY
"Commodore Capital, LP",4169896,2021-09-29,0.0604,15220120,CBAY
"Vanguard Group, Inc. (The)",3345308,2021-09-29,0.048499999999999995,12210374,CBAY
"Baker Brothers Advisors, LLC",2170464,2021-09-29,0.031400000000000004,7922193,CBAY
Millennium Management LLC,1958653,2021-09-29,0.028399999999999998,7149083,CBAY
"Foresite Capital Management IV, LLC",1787094,2021-09-29,0.0259,6522893,CBAY
"Foresite Capital Management III, LLC",1641804,2021-09-29,0.023799999999999998,5992584,CBAY
Adage Capital Partners GP L.L.C.,1450000,2021-09-29,0.021,5292500,CBAY
JP Morgan Chase & Company,1331275,2021-09-29,0.019299999999999998,4859153,CBAY
