Holder,Shares,Date Reported,% Out,Value,ABV
"FMR, LLC",8006913,2021-09-29,0.0888,142122705,ERO
FIL LTD,3303681,2021-09-29,0.0366,58640337,ERO
Bank of Montreal/Can/,1521340,2021-09-29,0.0169,27003785,ERO
Fiera Capital Corporation,1448007,2021-09-29,0.0161,25702124,ERO
Jennison Associates LLC,1420854,2021-09-29,0.0158,25220158,ERO
"Mirae Asset Global Investments Co., Ltd.",1376259,2021-09-29,0.015300000000000001,24428597,ERO
Acadian Asset Management. LLC,1111210,2021-09-29,0.0123,19723977,ERO
Massachusetts Financial Services Co.,1096161,2021-09-29,0.012199999999999999,19456857,ERO
"Impala Asset Management, LLC",901155,2021-09-29,0.01,15995501,ERO
"Shaw D.E. & Co., Inc.",495400,2021-09-29,0.0055000000000000005,8793350,ERO
