0,1,ABV
Net Assets,,CTA
Beta (5Y Monthly),,CTA
Yield,,CTA
5y Average Return,,CTA
Holdings Turnover,,CTA
Last Dividend,,CTA
Average for Category,,CTA
Inception Date,,CTA
