Holder,Shares,Date Reported,% Out,Value,ABV
"22NW, LP",723702,2021-09-29,0.0668,11210143,FSTR
Dimensional Fund Advisors LP,687603,2021-09-29,0.0635,10650970,FSTR
"Renaissance Technologies, LLC",462532,2021-09-29,0.042699999999999995,7164620,FSTR
"Vanguard Group, Inc. (The)",458655,2021-09-29,0.042300000000000004,7104565,FSTR
Gamco Investors Inc,439000,2021-09-29,0.0405,6800110,FSTR
"Rutabaga Capital Management, LLC",380459,2021-09-29,0.0351,5893309,FSTR
"Ancora Advisors, Llc",356765,2021-09-29,0.0329,5526289,FSTR
"Ameriprise Financial, Inc.",342557,2021-09-29,0.0316,5306207,FSTR
Boston Partners,212848,2021-09-29,0.0196,3297015,FSTR
Blackrock Inc.,157838,2021-09-29,0.0146,2444910,FSTR
