Holder,Shares,Date Reported,% Out,Value,ABV
Morgan Stanley,1224523,2021-09-29,0.1002,15367763,HEQ
"Guggenheim Capital, LLC",205118,2021-09-29,0.0168,2574230,HEQ
Invesco Ltd.,146665,2021-09-29,0.012,1840645,HEQ
"Advisor Group, Inc.",143140,2021-09-29,0.011699999999999999,1796407,HEQ
"Commonwealth Equity Services, LLC",122467,2021-09-29,0.01,1536960,HEQ
UBS Group AG,116984,2021-09-29,0.0096,1468149,HEQ
Wells Fargo & Company,87570,2021-09-29,0.0072,1099003,HEQ
"Ameriprise Financial, Inc.",68994,2021-09-29,0.005600000000000001,865874,HEQ
"Advisors Asset Management, Inc.",36786,2021-09-29,0.003,461664,HEQ
"Shaker Financial Services, LLC",18120,2021-09-29,0.0015,227406,HEQ
