Holder,Shares,Date Reported,% Out,Value,ABV
"Tieton Capital Management, LLC",3607597,2021-09-29,0.0608,10606335,EGY
"Renaissance Technologies, LLC",3183802,2021-09-29,0.0536,9360377,EGY
Wilen Investment Management Corp.,3026881,2021-09-29,0.051,8899030,EGY
"Vanguard Group, Inc. (The)",2617042,2021-09-29,0.0441,7694103,EGY
Kornitzer Capital Management Inc /ks,1363794,2021-09-29,0.023,4009554,EGY
Blackrock Inc.,940417,2021-09-29,0.0158,2764825,EGY
"Bridgeway Capital Management, Inc.",924800,2021-09-29,0.015600000000000001,2718912,EGY
"Ancora Advisors, Llc",877934,2021-09-29,0.0148,2581125,EGY
Lsv Asset Management,730876,2021-09-29,0.0123,2148775,EGY
"Kovack Advisors, Inc.",444000,2021-09-29,0.0075,1305360,EGY
