Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,462196,2021-09-29,0.0603,32755830,BFC
Associated Banc-Corp,424411,2021-09-29,0.0554,30078007,BFC
"Vanguard Group, Inc. (The)",345719,2021-09-29,0.0451,24501105,BFC
State Street Corporation,133515,2021-09-29,0.0174,9462208,BFC
"Geode Capital Management, LLC",106309,2021-09-29,0.0139,7534118,BFC
Northern Trust Corporation,75266,2021-12-30,0.0098,5437215,BFC
Synovus Financial Corporation,63035,2021-09-29,0.008199999999999999,4467290,BFC
Stifel Financial Corporation,48098,2021-09-29,0.0063,3408705,BFC
Bank Of New York Mellon Corporation,32969,2021-09-29,0.0043,2336513,BFC
Nuveen Asset Management,26293,2021-09-29,0.0034000000000000002,1863384,BFC
