Holder,Shares,Date Reported,% Out,Value,ABV
Polar Asset Management Partners Inc.,2970000,2021-09-29,0.099,29581200,SIERU
"Radcliffe Capital Management, L.P.",2798977,2021-09-29,0.0933,27877810,SIERU
"Aristeia Capital, LLC",1970000,2021-09-29,0.06570000000000001,19621200,SIERU
HGC Investment Management Inc.,1700618,2021-09-29,0.0567,16938155,SIERU
Nomura Holdings Inc.,1500000,2021-09-29,0.05,14940000,SIERU
Alberta Investment Managament Corp,1470000,2021-09-29,0.049,14641200,SIERU
"MMCAP International, Inc. SPC",1470000,2021-09-29,0.049,14641200,SIERU
"Owl Creek Asset Management, L.P.",1470000,2021-09-29,0.049,14641200,SIERU
Magnetar Financial LLC,1470000,2021-09-29,0.049,14641200,SIERU
Shaolin Capital Management LLC,1470000,2021-09-29,0.049,14641200,SIERU
