0,1,ABV
Net Assets,,PRS
NAV,,PRS
PE Ratio (TTM),,PRS
Yield,,PRS
YTD Daily Total Return,,PRS
Beta (5Y Monthly),,PRS
Expense Ratio (net),,PRS
Inception Date,,PRS
