Holder,Shares,Date Reported,% Out,Value,ABV
Baillie Gifford and Company,2033592,2021-09-29,0.0441,4616253,JAGX
"Vanguard Group, Inc. (The)",1848317,2021-09-29,0.0401,4195679,JAGX
"Renaissance Technologies, LLC",1055397,2021-09-29,0.0229,2395751,JAGX
Blackrock Inc.,780110,2021-09-29,0.0169,1770849,JAGX
"Principal Financial Group, Inc.",393248,2021-09-29,0.0085,892672,JAGX
"Geode Capital Management, LLC",368961,2021-09-29,0.008,837541,JAGX
Millennium Management LLC,338155,2021-09-29,0.0073,767611,JAGX
"Susquehanna International Group, LLP",253546,2021-09-29,0.0055000000000000005,575549,JAGX
State Street Corporation,131838,2021-09-29,0.0029,299272,JAGX
Northern Trust Corporation,108969,2021-09-29,0.0024,247359,JAGX
