Holder,Shares,Date Reported,% Out,Value,ABV
"Advisors Asset Management, Inc.",656788,2021-09-29,0.0634,22251977,ACV
Wells Fargo & Company,347420,2021-09-29,0.0336,11770589,ACV
"Guggenheim Capital, LLC",321412,2021-09-29,0.031,10889438,ACV
Bank of America Corporation,132352,2021-09-29,0.0128,4484085,ACV
UBS Group AG,92100,2021-09-29,0.0089,3120348,ACV
LPL Financial LLC,79348,2021-09-29,0.0077,2688310,ACV
Stifel Financial Corporation,71132,2021-09-29,0.0069,2409952,ACV
"Raymond James & Associates, Inc.",67335,2021-09-29,0.006500000000000001,2281309,ACV
Morgan Stanley,59552,2021-09-29,0.0058,2017621,ACV
Invesco Ltd.,59097,2021-09-29,0.005699999999999999,2002206,ACV
