Holder,Shares,Date Reported,% Out,Value,ABV
"Raymond James Financial Services Advisors, Inc.",83831,2021-09-29,0.0033,1473748,AMOV
"Alpha Cubed Investments, Llc",27775,2021-09-29,0.0011,488284,AMOV
Morgan Stanley,17117,2021-09-29,0.0007000000000000001,300916,AMOV
"Renaissance Technologies, LLC",17053,2021-09-29,0.0007000000000000001,299791,AMOV
Royal Bank of Canada,7654,2021-09-29,0.0003,134557,AMOV
U.S. Bancorp (Minnesota),6000,2021-09-29,0.0002,105480,AMOV
Bank of America Corporation,4218,2021-09-29,0.0002,74152,AMOV
"PNC Financial Services Group, Inc.",3084,2021-09-29,0.0001,54216,AMOV
"Gradient Investments, LLC",2400,2021-09-29,0.0001,42192,AMOV
