Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",35555260,2021-09-29,0.079,6168126504,CB
"Wellington Management Group, LLP",28179660,2021-09-29,0.0626,4888607416,CB
Blackrock Inc.,27411957,2021-09-29,0.060899999999999996,4755426300,CB
Capital International Investors,22357084,2021-09-29,0.049699999999999994,3878506932,CB
State Street Corporation,22003925,2021-09-29,0.0489,3817240909,CB
Price (T.Rowe) Associates Inc,19828257,2021-09-29,0.044000000000000004,3439806024,CB
Massachusetts Financial Services Co.,14926771,2021-09-29,0.0332,2589496233,CB
Capital World Investors,11765865,2021-09-29,0.026099999999999998,2041142260,CB
"FMR, LLC",10834756,2021-09-29,0.0241,1879613470,CB
JP Morgan Chase & Company,9309903,2021-09-29,0.0207,1615081972,CB
