Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,7882052,2021-09-29,0.146,187435196,PRA
"Vanguard Group, Inc. (The)",5743632,2021-09-29,0.10640000000000001,136583568,PRA
Price (T.Rowe) Associates Inc,3196378,2021-09-29,0.0592,76009868,PRA
"Wellington Management Group, LLP",2421840,2021-09-29,0.0449,57591355,PRA
Diamond Hill Capital Management Inc,2154134,2021-09-29,0.039900000000000005,51225306,PRA
State Street Corporation,1821318,2021-09-29,0.0337,43310942,PRA
Wells Fargo & Company,1566365,2021-09-29,0.028999999999999998,37248159,PRA
Dimensional Fund Advisors LP,1499063,2021-09-29,0.0278,35647718,PRA
Royce & Associates LP,1443768,2021-09-29,0.026699999999999998,34332803,PRA
Boston Partners,1365750,2021-09-29,0.0253,32477535,PRA
