Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",11258000,2021-09-29,0.0975,186657640,ZUO
Bank Of New York Mellon Corporation,7875296,2021-09-29,0.0682,130572407,ZUO
Blackrock Inc.,7759770,2021-09-29,0.0672,128656986,ZUO
Brown Advisory Inc.,5211220,2021-12-30,0.0451,97345589,ZUO
Baillie Gifford and Company,4327012,2021-12-30,0.0375,80828584,ZUO
"Greenhouse Funds, LLLP",3243721,2021-09-29,0.0281,53780894,ZUO
"FMR, LLC",2689435,2021-09-29,0.0233,44590832,ZUO
Archon Capital Management LLC,2364641,2021-09-29,0.020499999999999997,39205747,ZUO
State Street Corporation,2306302,2021-09-29,0.02,38238487,ZUO
"Geode Capital Management, LLC",1918997,2021-09-29,0.0166,31816970,ZUO
