Holder,Shares,Date Reported,% Out,Value,ABV
"Tpg Group Holdings (sbs) Advisors, Inc.",18716306,2021-09-29,0.1313,481009064,ALLO
Blackrock Inc.,7271192,2021-09-29,0.051,186869634,ALLO
"Vanguard Group, Inc. (The)",6695720,2021-09-29,0.047,172080004,ALLO
Capital Research Global Investors,5404294,2021-09-29,0.0379,138890355,ALLO
Price (T.Rowe) Associates Inc,4338991,2021-09-29,0.0304,111512068,ALLO
Primecap Management Company,3604300,2021-09-29,0.0253,92630510,ALLO
Capital International Investors,3534387,2021-09-29,0.0248,90833745,ALLO
State Street Corporation,3513316,2021-09-29,0.024700000000000003,90292221,ALLO
JP Morgan Chase & Company,3321800,2021-09-29,0.0233,85370260,ALLO
"AllianceBernstein, L.P.",3217285,2021-09-29,0.0226,82684224,ALLO
