Holder,Shares,Date Reported,% Out,Value,ABV
"FMR, LLC",10564357,2021-12-30,0.11410000000000001,86627727,ABSI
"Redmile Group, LLC",8031094,2021-12-30,0.0867,65854970,ABSI
"Casdin Capital, LLC",7718593,2021-12-30,0.0834,63292462,ABSI
ArrowMark Colorado Holdings LLC,1861357,2021-12-30,0.020099999999999996,15263127,ABSI
"D1 Capital Partners, LP",1557216,2021-12-30,0.0168,12769171,ABSI
Coatue Management Llc,1483667,2021-12-30,0.016,12166069,ABSI
Perceptive Advisors Llc,1411776,2021-12-30,0.0152,11576563,ABSI
Blackrock Inc.,1257558,2021-12-30,0.013600000000000001,10311975,ABSI
"Vanguard Group, Inc. (The)",1229971,2021-12-30,0.013300000000000001,10085762,ABSI
Platinum Investment Management Ltd,297823,2021-12-30,0.0032,2442148,ABSI
