Holder,Shares,Date Reported,% Out,Value,ABV
Blackstone Inc,8089315,2021-09-29,0.1956,109691111,TALS
"Viking Global Investors, L.P.",3289617,2021-09-29,0.0795,44607206,TALS
Citadel Advisors LLC,2669466,2021-09-29,0.0646,36197958,TALS
Artal Group S.A.,2064262,2021-09-29,0.0499,27991392,TALS
Blackrock Inc.,1731832,2021-09-29,0.04190000000000001,23483641,TALS
Eventide Asset Management LLC,1561092,2021-09-29,0.0377,21168407,TALS
"Cormorant Asset Management, LP",1215847,2021-09-29,0.0294,16486885,TALS
"Sectoral Asset Management, Inc.",814163,2021-09-29,0.0197,11040050,TALS
"HHLR Advisors, LTD",761885,2021-09-29,0.0184,10331160,TALS
Aisling Capital Management LP,682923,2021-09-29,0.0165,9260435,TALS
