Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,2450000,2021-09-29,0.0891,24451000,DRAYU
"Aristeia Capital, LLC",1250000,2021-09-29,0.0455,12475000,DRAYU
"First Pacific Advisors, LP",1247500,2021-09-29,0.0454,12450050,DRAYU
Periscope Capital Inc.,1052600,2021-09-29,0.0383,10504948,DRAYU
"Silver Rock Financial, LP",900000,2021-09-29,0.0327,8982000,DRAYU
Calamos Advisors LLC,850450,2021-09-29,0.030899999999999997,8487491,DRAYU
"Castle Creek Arbitrage, LLC",782500,2021-09-29,0.0285,7809350,DRAYU
Shaolin Capital Management LLC,750000,2021-09-29,0.0273,7485000,DRAYU
Kepos Capital Lp,525000,2021-09-29,0.0191,5239500,DRAYU
"Shannon River Fund Management Co., LLC",475000,2021-09-29,0.0173,4740500,DRAYU
