Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,10072392,2021-09-29,0.0363,65772719,ELP
"Letko, Brosseau & Associates Inc.",6121790,2021-09-29,0.022099999999999998,39975288,ELP
Invesco Ltd.,3916437,2021-09-29,0.0141,25574333,ELP
"Vanguard Group, Inc. (The)",3585538,2021-09-29,0.0129,23413563,ELP
State Street Corporation,3425048,2021-09-29,0.0124,22365563,ELP
Millennium Management LLC,3108736,2021-09-29,0.011200000000000002,20300046,ELP
"AQR Capital Management, LLC",1296688,2021-09-29,0.004699999999999999,8467372,ELP
Bank of America Corporation,1051870,2021-09-29,0.0038,6868711,ELP
JP Morgan Chase & Company,1003505,2021-09-29,0.0036,6552887,ELP
Morgan Stanley,453392,2021-09-29,0.0016,2960649,ELP
