Holder,Shares,Date Reported,% Out,Value,ABV
"1607 Capital Partners, LLC",963517,2021-09-29,0.0812,13604860,WEA
SIT Investment Associates Inc,562738,2021-09-29,0.047400000000000005,7945860,WEA
"Kestra Advisory Services, LLC",381593,2021-09-29,0.0322,5388093,WEA
"ProVise Management Group, LLC",376603,2021-09-29,0.0317,5317634,WEA
Morgan Stanley,183452,2021-09-29,0.0155,2590342,WEA
"Guggenheim Capital, LLC",151541,2021-09-29,0.0128,2139758,WEA
Truist Financial Corp,143425,2021-09-29,0.0121,2025161,WEA
"MML Investors Services, LLC",109677,2021-09-29,0.0092,1548639,WEA
LPL Financial LLC,109352,2021-09-29,0.0092,1544050,WEA
Fiera Capital Corporation,83326,2021-09-29,0.006999999999999999,1176563,WEA
