Holder,Shares,Date Reported,% Out,Value,ABV
"FMR, LLC",5587890,2021-09-29,0.10679999999999999,989056530,CNXC
"Vanguard Group, Inc. (The)",4049612,2021-09-29,0.0774,716781324,CNXC
Blackrock Inc.,3552949,2021-09-29,0.0679,628871973,CNXC
Capital International Investors,3501383,2021-09-29,0.0669,619744791,CNXC
Ninety One UK Ltd,2210925,2021-09-29,0.042300000000000004,391333725,CNXC
Dimensional Fund Advisors LP,1763955,2021-09-29,0.0337,312220035,CNXC
Boston Partners,1187925,2021-09-29,0.0227,210262725,CNXC
State Street Corporation,1068285,2021-09-29,0.0204,189086445,CNXC
FIL LTD,989438,2021-09-29,0.0189,175130526,CNXC
Lyrical Asset Management LP,983509,2021-09-29,0.018799999999999997,174081093,CNXC
