Holder,Shares,Date Reported,% Out,Value,ABV
Park West Asset Management LLC,3164216,2021-09-29,0.0602,49393411,PRTS
Blackrock Inc.,2986684,2021-09-29,0.056799999999999996,46622137,PRTS
Wells Fargo & Company,2819385,2021-09-29,0.0537,44010599,PRTS
"Gilder, Gagnon, Howe & Co.",2332644,2021-09-29,0.0444,36412572,PRTS
Morgan Stanley,2317542,2021-09-29,0.0441,36176830,PRTS
"Vanguard Group, Inc. (The)",2177674,2021-09-29,0.0414,33993491,PRTS
G2 Investment Partners Management LLC,1852466,2021-09-29,0.0353,28916994,PRTS
"Shannon River Fund Management Co., LLC",1355632,2021-09-29,0.0258,21161415,PRTS
State Street Corporation,1317769,2021-09-29,0.025099999999999997,20570374,PRTS
Penserra Capital Management LLC,1140585,2021-09-29,0.0217,17804531,PRTS
