Holder,Shares,Date Reported,% Out,Value,ABV
FJ Capital Management LLC,180000,2021-09-29,0.0629,9183600,SAL
"Vanguard Group, Inc. (The)",92631,2021-09-29,0.032400000000000005,4726033,SAL
"Banc Funds Company, L.L.C. (The)",43336,2021-09-29,0.0151,2211002,SAL
Dimensional Fund Advisors LP,41579,2021-09-29,0.014499999999999999,2121360,SAL
Eidelman Virant Capital,34754,2021-09-29,0.0121,1773149,SAL
"AllianceBernstein, L.P.",29876,2021-09-29,0.0104,1524273,SAL
"Geode Capital Management, LLC",23149,2021-09-29,0.008100000000000001,1181061,SAL
Blackrock Inc.,20765,2021-09-29,0.0073,1059430,SAL
Morgan Stanley,15887,2021-09-29,0.005600000000000001,810554,SAL
Stifel Financial Corporation,13000,2021-09-29,0.0045000000000000005,663260,SAL
