0,1,ABV
Net Assets,,CMSA
NAV,,CMSA
PE Ratio (TTM),,CMSA
Yield,,CMSA
YTD Daily Total Return,,CMSA
Beta (5Y Monthly),,CMSA
Expense Ratio (net),,CMSA
Inception Date,,CMSA
