Holder,Shares,Date Reported,% Out,Value,ABV
Glazer Capital LLC,2688997,2021-09-29,0.0779,26298390,SBEA
Adage Capital Partners GP L.L.C.,1750000,2021-09-29,0.0507,17115000,SBEA
Marshall Wace LLP,1663246,2021-09-29,0.0482,16266545,SBEA
Citadel Advisors LLC,1333906,2021-09-29,0.0387,13045600,SBEA
Altshuler Shaham Ltd,1200408,2021-09-29,0.0348,11739990,SBEA
Nomura Holdings Inc.,1000000,2021-09-29,0.028999999999999998,9780000,SBEA
SECURITY BENEFIT LIFE INSURANCE CO,1000000,2021-09-29,0.028999999999999998,9780000,SBEA
Periscope Capital Inc.,748600,2021-09-29,0.0217,7321308,SBEA
"Moore Capital Management, LP",700000,2021-09-29,0.0203,6846000,SBEA
Sculptor Capital Lp,667056,2021-09-29,0.019299999999999998,6523807,SBEA
