Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",5417159,2021-09-29,0.0928,1469729408,MOH
Capital World Investors,5335821,2021-09-29,0.09140000000000001,1447661595,MOH
Blackrock Inc.,5297945,2021-09-29,0.0907,1437385457,MOH
Price (T.Rowe) Associates Inc,4067777,2021-09-29,0.0697,1103628577,MOH
"Wellington Management Group, LLP",3054910,2021-09-29,0.052300000000000006,828827632,MOH
"FMR, LLC",2101404,2021-09-29,0.036000000000000004,570131919,MOH
"Renaissance Technologies, LLC",2047515,2021-09-29,0.0351,555511294,MOH
State Street Corporation,1925814,2021-09-29,0.033,522492596,MOH
Capital International Investors,1134093,2021-09-29,0.0194,307690771,MOH
"Viking Global Investors, L.P.",935226,2021-09-29,0.016,253736166,MOH
