Holder,Shares,Date Reported,% Out,Value,ABV
"Saba Capital Management, L.P.",1675000,2021-12-30,0.1117,16867250,VHNAU
"Highbridge Capital Management, LLC.",1566179,2021-12-30,0.10439999999999999,15771422,VHNAU
Calamos Advisors LLC,1250000,2021-12-30,0.0833,12587500,VHNAU
"Cubist Systematic Strategies, LLC",852600,2021-12-30,0.056799999999999996,8585682,VHNAU
"Verition Fund Management, LLC",706706,2021-12-30,0.0471,7116529,VHNAU
Polar Asset Management Partners Inc.,700000,2021-12-30,0.0467,7049000,VHNAU
Starboard Value LP,580103,2021-12-30,0.0387,5841637,VHNAU
Linden Advisors LP,500000,2021-12-30,0.0333,5035000,VHNAU
Weiss Asset Management LP,500000,2021-12-30,0.0333,5035000,VHNAU
Shaolin Capital Management LLC,500000,2021-12-30,0.0333,5035000,VHNAU
