0,1,ABV
Net Assets,,PRE
Beta (5Y Monthly),,PRE
Yield,,PRE
5y Average Return,,PRE
Holdings Turnover,,PRE
Last Dividend,,PRE
Average for Category,,PRE
Inception Date,,PRE
