Holder,Shares,Date Reported,% Out,Value,ABV
Battery Management Corp.,2421673,2021-09-29,0.17920000000000003,24725281,CSBR
"NEA Management Company, LLC",1713720,2021-09-29,0.1268,17497081,CSBR
"Vanguard Group, Inc. (The)",327636,2021-09-29,0.0242,3345163,CSBR
"Millrace Asset Group, Inc.",324075,2021-09-29,0.024,3308805,CSBR
Tocqueville Asset Management L.p.,252461,2021-09-29,0.0187,2577626,CSBR
"Renaissance Technologies, LLC",221146,2021-09-29,0.016399999999999998,2257900,CSBR
Blackrock Inc.,122398,2021-09-29,0.0091,1249683,CSBR
Dimensional Fund Advisors LP,119902,2021-09-29,0.0089,1224199,CSBR
Bank of Montreal/Can/,97903,2021-09-29,0.0072,999589,CSBR
Essex Investment Management Co Inc,89507,2021-09-29,0.0066,913866,CSBR
