Holder,Shares,Date Reported,% Out,Value,ABV
Bard Associates Inc.,980140,2021-09-29,0.0275,2362137,MMMB
Seizert Capital Partners LLC,196604,2021-09-29,0.0055000000000000005,473815,MMMB
Millennium Management LLC,137757,2021-09-29,0.0039000000000000003,331994,MMMB
"National Asset Management, Inc.",124391,2021-09-29,0.0034999999999999996,299782,MMMB
AE Wealth Management LLC,81634,2021-12-30,0.0023,164084,MMMB
"Alpha Cubed Investments, LLC",55700,2021-12-30,0.0016,111957,MMMB
"Raymond James & Associates, Inc.",55465,2021-09-29,0.0016,133670,MMMB
Anchor Capital Advisors LLC,52785,2021-09-29,0.0015,127211,MMMB
"Summit Wealth & Retirement Planning, Inc.",40940,2021-09-29,0.0011,98665,MMMB
"Stratos Wealth Partners, Ltd.",37000,2021-12-30,0.001,74370,MMMB
