Holder,Shares,Date Reported,% Out,Value,ABV
Karpus Management Inc,3159699,2021-09-29,0.0886,30696475,TWLV
Marshall Wace LLP,1531506,2021-09-29,0.0429,14878580,TWLV
"Corbin Capital Partners, LP",1250000,2021-09-29,0.035,12143750,TWLV
Linden Advisors LP,1200000,2021-09-29,0.0336,11658000,TWLV
Hudson Bay Capital Management Lp,1179172,2021-09-29,0.0331,11455655,TWLV
Goldman Sachs Group Inc,1043594,2021-09-29,0.029300000000000003,10138515,TWLV
Periscope Capital Inc.,834900,2021-09-29,0.023399999999999997,8111053,TWLV
"Apollo Management Holdings, L.P.",798086,2021-09-29,0.022400000000000003,7753405,TWLV
"Atalaya Capital Management, LP",750000,2021-09-29,0.021,7286250,TWLV
Sculptor Capital Lp,624999,2021-09-29,0.0175,6071865,TWLV
