Holder,Shares,Date Reported,% Out,Value,ABV
"Wellington Management Group, LLP",3829383,2021-09-29,0.08990000000000001,59393730,ALGS
"Vivo Capital, LLC",3547030,2021-09-29,0.0832,55014435,ALGS
Novo Holdings A/S,2614563,2021-09-29,0.061399999999999996,40551872,ALGS
Janus Henderson Group PLC,2440476,2021-09-29,0.057300000000000004,37851782,ALGS
"HHLR Advisors, LTD",2365064,2021-09-29,0.0555,36682142,ALGS
"Versant Venture Management, LLC",2320381,2021-09-29,0.0545,35989109,ALGS
"Baker Brothers Advisors, LLC",2076400,2021-09-29,0.0487,32204964,ALGS
Logos Global Management LP,1962785,2021-09-29,0.0461,30442795,ALGS
"Boxer Capital, LLC",1526048,2021-09-29,0.0358,23669004,ALGS
"Federated Hermes, Inc.",1475000,2021-09-29,0.0346,22877250,ALGS
