Holder,Shares,Date Reported,% Out,Value,ABV
Morgan Stanley,4701711,2021-12-30,0.035,85665174,RQI
Bank of America Corporation,2787076,2021-12-30,0.0208,50780524,RQI
"Raymond James & Associates, Inc.",1433653,2021-12-30,0.010700000000000001,26121157,RQI
"Raymond James Financial Services Advisors, Inc.",1180291,2021-12-30,0.0088,21504902,RQI
Wells Fargo & Company,1012532,2021-12-30,0.0075,18448333,RQI
"Ameriprise Financial, Inc.",757845,2021-12-30,0.005600000000000001,13807935,RQI
LPL Financial LLC,631054,2021-12-30,0.004699999999999999,11497803,RQI
Royal Bank of Canada,581122,2021-12-30,0.0043,10588042,RQI
UBS Group AG,546701,2021-12-30,0.0040999999999999995,9960892,RQI
"Commonwealth Equity Services, LLC",429438,2021-12-30,0.0032,7824360,RQI
