Holder,Shares,Date Reported,% Out,Value,ABV
SIT Investment Associates Inc,939847,2021-09-29,0.0754,21907833,MGU
Morgan Stanley,899655,2021-09-29,0.0722,20970958,MGU
Wells Fargo & Company,580308,2021-09-29,0.04650000000000001,13526979,MGU
Parametric Portfolio Associates,398746,2021-09-29,0.032,9294769,MGU
"1607 Capital Partners, LLC",368977,2021-09-29,0.0296,8600853,MGU
"Advisors Asset Management, Inc.",223357,2021-09-29,0.0179,5206451,MGU
Royal Bank of Canada,207469,2021-09-29,0.0166,4836102,MGU
Bank of America Corporation,200122,2021-09-29,0.0161,4664843,MGU
"Relative Value Partners Group, LLC",159581,2021-09-29,0.0128,3719833,MGU
First Trust Advisors Lp,131873,2021-09-29,0.0106,3073959,MGU
