Holder,Shares,Date Reported,% Out,Value,ABV
"ETF Managers Group, LLC",13217945,2021-09-29,0.0425,24321018,HEXO
Morgan Stanley,5353179,2021-09-29,0.0172,9849849,HEXO
"Renaissance Technologies, LLC",4037625,2021-09-29,0.013000000000000001,7429230,HEXO
Hudson Bay Capital Management Lp,2000000,2021-09-29,0.0064,3680000,HEXO
"Susquehanna International Group, LLP",1796774,2021-09-29,0.0058,3306064,HEXO
"Mirae Asset Global Investments Co., Ltd.",1784722,2021-09-29,0.005699999999999999,3283888,HEXO
Bank of America Corporation,1237693,2021-09-29,0.004,2277355,HEXO
"Shaw D.E. & Co., Inc.",1125200,2021-09-29,0.0036,2070368,HEXO
"Goldman Sachs Group, Inc.",1000472,2021-09-29,0.0032,1840868,HEXO
Millennium Management LLC,487776,2021-09-29,0.0016,897507,HEXO
