Holder,Shares,Date Reported,% Out,Value,ABV
"Needham Investment Management, L.L.C.",450000,2021-09-29,0.018500000000000003,9360000,HQL
"Advisors Asset Management, Inc.",444737,2021-09-29,0.0183,9250529,HQL
Morgan Stanley,416941,2021-09-29,0.0172,8672372,HQL
Wells Fargo & Company,343642,2021-09-29,0.014199999999999999,7147753,HQL
"Flagship Harbor Advisors, LLC",324235,2021-09-29,0.0134,6744088,HQL
Lazard Asset Management LLC,185332,2021-09-29,0.0076,3854905,HQL
LPL Financial LLC,147224,2021-09-29,0.0060999999999999995,3062259,HQL
"Advisor Group, Inc.",134895,2021-09-29,0.005600000000000001,2805816,HQL
Cohen & Steers Inc.,125888,2021-09-29,0.0052,2618470,HQL
Cetera Investment Advisers,119217,2021-09-29,0.0049,2479713,HQL
