Holder,Shares,Date Reported,% Out,Value,ABV
"Clayton, Dubilier & Rice, LLC",33716864,2021-09-29,0.2447,611623912,CVET
Blackrock Inc.,15894963,2021-09-29,0.11539999999999999,288334628,CVET
"Vanguard Group, Inc. (The)",10914692,2021-09-29,0.07919999999999999,197992512,CVET
Morgan Stanley,8798949,2021-09-29,0.0639,159612934,CVET
Price (T.Rowe) Associates Inc,5255977,2021-09-29,0.0381,95343422,CVET
JP Morgan Chase & Company,4528572,2021-09-29,0.0329,82148296,CVET
State Street Corporation,3550303,2021-09-29,0.0258,64402496,CVET
"Wellington Management Group, LLP",3026292,2021-09-29,0.022000000000000002,54896936,CVET
"SCHF (GPE), LLC",2299364,2021-09-29,0.0167,41710462,CVET
"Freshford Capital Management, LLC",2195712,2021-09-29,0.0159,39830215,CVET
