Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,3112616,2021-09-29,0.0956,187130473,BANF
"Vanguard Group, Inc. (The)",2020896,2021-09-29,0.062,121496267,BANF
Dimensional Fund Advisors LP,935771,2021-09-29,0.0287,56258552,BANF
State Street Corporation,813340,2021-09-29,0.025,48898000,BANF
"Geode Capital Management, LLC",412800,2021-09-29,0.0127,24817536,BANF
"Ameriprise Financial, Inc.",341007,2021-09-29,0.0105,20501340,BANF
Northern Trust Corporation,316358,2021-09-29,0.0097,19019442,BANF
"Charles Schwab Investment Management, Inc.",309620,2021-09-29,0.0095,18614354,BANF
Bank Of New York Mellon Corporation,258070,2021-09-29,0.0079,15515168,BANF
"Principal Financial Group, Inc.",254785,2021-09-29,0.0078000000000000005,15317674,BANF
