Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",537773,2021-09-29,0.0086,160616661,UI
"Renaissance Technologies, LLC",472182,2021-09-29,0.0076,141026597,UI
Blackrock Inc.,331738,2021-09-29,0.0053,99080188,UI
Price (T.Rowe) Associates Inc,154353,2021-09-29,0.0025,46100610,UI
Anchor Capital Advisors LLC,149940,2021-09-29,0.0024,44782579,UI
Dimensional Fund Advisors LP,115852,2021-09-29,0.0019,34601516,UI
"Arrowstreet Capital, Limited Partnership",105419,2021-09-29,0.0017000000000000001,31485492,UI
"SW Investment Management, LLC",100000,2021-09-29,0.0016,29867000,UI
Norges Bank Investment Management,94626,2020-12-30,0.0015,26354287,UI
State Street Corporation,92164,2021-09-29,0.0015,27526621,UI
