Holder,Shares,Date Reported,% Out,Value,ABV
Dimensional Fund Advisors LP,1069456,2021-09-29,0.0754,26265839,AOUT
Blackrock Inc.,961445,2021-09-29,0.0678,23613089,AOUT
"Wellington Management Group, LLP",930729,2021-09-29,0.06559999999999999,22858704,AOUT
"Vanguard Group, Inc. (The)",679283,2021-09-29,0.0479,16683190,AOUT
Wasatch Advisors Inc,543545,2021-09-29,0.0383,13349465,AOUT
"Voss Capital, LLC",470000,2021-09-29,0.0331,11543200,AOUT
Nuveen Asset Management,387403,2021-09-29,0.0273,9514617,AOUT
"Renaissance Technologies, LLC",291268,2021-09-29,0.020499999999999997,7153542,AOUT
One Fin Capital Management LP,269770,2021-09-29,0.019,6625551,AOUT
"Driehaus Capital Management, LLC",261054,2021-09-29,0.0184,6411486,AOUT
