Holder,Shares,Date Reported,% Out,Value,ABV
"RA Capital Management, L.P.",6991003,2021-09-29,0.1216,169392002,CNTB
"FMR, LLC",4818189,2021-09-29,0.08380000000000001,116744719,CNTB
Blackrock Inc.,2450065,2021-09-29,0.0426,59365074,CNTB
"Boxer Capital, LLC",2081323,2021-09-29,0.0362,50430456,CNTB
"Wellington Management Group, LLP",1145177,2021-09-29,0.0199,27747638,CNTB
"Cormorant Asset Management, LP",500000,2021-09-29,0.0087,12115000,CNTB
RTW Investments LP,450000,2021-09-29,0.0078000000000000005,10903500,CNTB
Janus Henderson Group PLC,403459,2021-09-29,0.006999999999999999,9775811,CNTB
Octagon Capital Advisors LP,326143,2021-09-29,0.005699999999999999,7902444,CNTB
"Old Well Partners, LLC",122431,2021-09-29,0.0021,2966503,CNTB
