Holder,Shares,Date Reported,% Out,Value,ABV
"KPCB XVI Associates, LLC",17496150,2021-09-29,0.056299999999999996,125447395,DM
"NEA Management Company, LLC",14407594,2021-09-29,0.0463,103302448,DM
"Vanguard Group, Inc. (The)",14267585,2021-09-29,0.045899999999999996,102298584,DM
Blackrock Inc.,9573498,2021-09-29,0.0308,68641980,DM
"Koch Industries, Inc.",9384282,2021-09-29,0.0302,67285301,DM
Morgan Stanley,5988920,2021-09-29,0.019299999999999998,42940556,DM
State Street Corporation,2999264,2021-09-29,0.0096,21504722,DM
"Geode Capital Management, LLC",2552809,2021-09-29,0.008199999999999999,18303640,DM
"Susquehanna International Group, LLP",2278416,2021-09-29,0.0073,16336242,DM
"Two Sigma Investments, LP",1987807,2021-09-29,0.0064,14252576,DM
