Holder,Shares,Date Reported,% Out,Value,ABV
Morgan Stanley,249261,2021-09-29,0.0219,11877286,BME
Bank of America Corporation,171985,2021-09-29,0.0151,8195085,BME
Invesco Ltd.,137329,2021-09-29,0.0121,6543726,BME
Wells Fargo & Company,130814,2021-09-29,0.0115,6233287,BME
UBS Group AG,108253,2021-09-29,0.0095,5158255,BME
Royal Bank of Canada,88966,2021-09-29,0.0078000000000000005,4239229,BME
"Ameriprise Financial, Inc.",88028,2021-09-29,0.0077,4194534,BME
Cambridge Investment Research Advisors Inc.,54744,2021-09-29,0.0048,2608551,BME
"Advisor Group, Inc.",44439,2021-09-29,0.0039000000000000003,2117518,BME
"Tru Independence Asset Management 2, LLC",44162,2021-09-29,0.0039000000000000003,2104319,BME
