Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,7765495,2021-09-29,0.0677,126111638,ISEE
Perceptive Advisors Llc,7471798,2021-09-29,0.0652,121341999,ISEE
Avoro Capital Advisors LLC,7100000,2021-09-29,0.061900000000000004,115304000,ISEE
RTW Investments LP,6722624,2021-09-29,0.058600000000000006,109175413,ISEE
"Vivo Capital, LLC",5966527,2021-09-29,0.052000000000000005,96896398,ISEE
"Yiheng Capital Management, L.P.",5058585,2021-09-29,0.0441,82151420,ISEE
Price (T.Rowe) Associates Inc,4979398,2021-09-29,0.0434,80865423,ISEE
"Deerfield Management Company, L.P. (Series C)",4863725,2021-09-29,0.0424,78986894,ISEE
"Vanguard Group, Inc. (The)",4861586,2021-09-29,0.0424,78952156,ISEE
State Street Corporation,4739458,2021-09-29,0.041299999999999996,76968797,ISEE
