Holder,Shares,Date Reported,% Out,Value,ABV
Royce & Associates LP,428700,2021-09-29,0.0583,15253146,CYBE
"Wellington Management Group, LLP",388322,2021-09-29,0.0528,13816496,CYBE
"Vanguard Group, Inc. (The)",365622,2021-09-29,0.049699999999999994,13008830,CYBE
Dimensional Fund Advisors LP,351821,2021-09-29,0.0478,12517791,CYBE
Acadian Asset Management. LLC,213118,2021-09-29,0.028999999999999998,7582738,CYBE
Royal Bank of Canada,208981,2021-09-29,0.028399999999999998,7435543,CYBE
"Portolan Capital Management, LLC",183489,2021-09-29,0.024900000000000002,6528538,CYBE
"Ameriprise Financial, Inc.",162479,2021-09-29,0.022099999999999998,5781002,CYBE
Blackrock Inc.,131806,2021-09-29,0.0179,4689657,CYBE
State Street Corporation,120555,2021-09-29,0.016399999999999998,4289346,CYBE
