Holder,Shares,Date Reported,% Out,Value,ABV
Park West Asset Management LLC,3045963,2021-12-30,0.0924,23819430,UTI
"Renaissance Technologies, LLC",1526301,2021-12-30,0.0463,11935673,UTI
"Vanguard Group, Inc. (The)",1400435,2021-12-30,0.0425,10951401,UTI
"AWM Investment Company, Inc.",1294575,2021-12-30,0.0393,10123576,UTI
PenderFund Capital Management Limited,1086085,2021-12-30,0.0329,8493184,UTI
Royce & Associates LP,1084032,2021-12-30,0.0329,8477130,UTI
"Punch & Associates Investment Management, Inc.",1060870,2021-12-30,0.0322,8296003,UTI
"RBF Capital, LLC",927878,2021-12-30,0.0281,7256005,UTI
Dimensional Fund Advisors LP,861832,2021-12-30,0.026099999999999998,6739526,UTI
"Alyeska Investment Group, L.P.",787189,2021-12-30,0.0239,6155817,UTI
