Holder,Shares,Date Reported,% Out,Value,ABV
Capital International Investors,8517636,2021-09-29,0.0542,75636607,ACHR
"ARK Investment Management, LLC",5737569,2021-09-29,0.0365,50949612,ACHR
"Nikko Asset Management Americas, Inc.",2515857,2021-09-29,0.016,22340810,ACHR
"Third Point, LLC",2500000,2021-09-29,0.0159,22200000,ACHR
"Sumitomo Mitsui Trust Holdings, Inc.",2354102,2021-09-29,0.015,20904425,ACHR
Iridian Asset Management LLC,2000000,2021-09-29,0.0127,17760000,ACHR
"Senator Investment Group, LP",1500000,2021-09-29,0.0095,13320000,ACHR
Polar Asset Management Partners Inc.,1300000,2021-09-29,0.0083,11544000,ACHR
"XN Exponent Advisors, LLC",1200000,2021-09-29,0.0076,10656000,ACHR
"CVI Holdings, LLC",1089377,2021-09-29,0.0069,9673667,ACHR
