Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",623182,2021-09-29,0.0202,1346073,VCNX
"Point72 Asset Management, L.P.",395522,2021-09-29,0.0128,854327,VCNX
"Telemetry Investments, L.L.C.",132500,2021-09-29,0.0043,286200,VCNX
"Geode Capital Management, LLC",128332,2021-09-29,0.0042,277197,VCNX
State Street Corporation,67800,2021-09-29,0.0022,146448,VCNX
Blackrock Inc.,48496,2021-09-29,0.0016,104751,VCNX
Natixis,31895,2021-09-29,0.001,68893,VCNX
Oppenheimer & Company Inc.,31751,2021-09-29,0.001,68582,VCNX
"Susquehanna International Group, LLP",30208,2021-09-29,0.001,65249,VCNX
Northern Trust Corporation,16702,2021-09-29,0.0005,36076,VCNX
