Holder,Shares,Date Reported,% Out,Value,ABV
"Tpg Group Holdings (sbs) Advisors, Inc.",60172786,2021-09-29,0.32939999999999997,1330420298,MCFE
"Thoma Bravo, LP",16759584,2021-09-29,0.09179999999999999,370554402,MCFE
"Vanguard Group, Inc. (The)",7366167,2021-09-29,0.0403,162865952,MCFE
Intel Corporation,5696831,2021-09-29,0.031200000000000002,125956933,MCFE
"Ameriprise Financial, Inc.",4788384,2021-09-29,0.0262,105871170,MCFE
"Times Square Capital Management, LLC",3337900,2021-09-29,0.0183,73800969,MCFE
Blackrock Inc.,3160544,2021-09-29,0.0173,69879627,MCFE
Price (T.Rowe) Associates Inc,2949053,2021-09-29,0.0161,65203561,MCFE
Legal & General Group PLC,2935399,2021-09-29,0.0161,64901671,MCFE
Massachusetts Financial Services Co.,2641483,2021-09-29,0.014499999999999999,58403189,MCFE
